панцирь	3.80	1.93
пастбище	3.80	1.93
переждать	3.80	1.93
переломить	3.80	1.93
переработать	3.80	1.93
перламутровый	3.80	1.93
письменность	3.80	1.93
побороть	3.80	1.93
погодный	3.80	1.93
подвальный	3.80	1.93
подозвать	3.80	1.93
подпирать	3.80	1.93
поежиться	3.80	1.93
пожевать	3.80	1.93
Покровский	3.80	1.93
полистать	3.80	1.93
полоть	3.80	1.93
поплакать	3.80	1.93
породистый	3.80	1.93
портсигар	3.80	1.93
портьера	3.80	1.93
постесняться	3.80	1.93
постоялец	3.80	1.93
поучать	3.80	1.93
похождение	3.80	1.93
пошатнуться	3.80	1.93
правозащитный	3.80	1.93
предвкушение	3.80	1.93
предписывать	3.80	1.93
предтеча	3.80	1.93
предугадать	3.80	1.93
преисподняя	3.80	1.93
прения	3.80	1.93
прибалтийский	3.80	1.93
привалиться	3.80	1.93
приволочь	3.80	1.93
приобщение	3.80	1.93
припасти	3.80	1.93
приравнять	3.80	1.93
присмотреть	3.80	1.93
присутствующий	3.80	1.93
причесать	3.80	1.93
проглядывать	3.80	1.93
прозреть	3.80	1.93
промедление	3.80	1.93
пропускной	3.80	1.93
просрочить	3.80	1.93
протокольный	3.80	1.93
протон	3.80	1.93
психически	3.80	1.93
путинский	3.80	1.93
пучина	3.80	1.93
пушечный	3.80	1.93
пыльца	3.80	1.93
Раевский	3.80	1.93
различение	3.80	1.93
разлюбить	3.80	1.93
размерность	3.80	1.93
разочарованно	3.80	1.93
реагирование	3.80	1.93
реванш	3.80	1.93
регулировка	3.80	1.93
резюме	3.80	1.93
реле	3.80	1.93
референт	3.80	1.93
ровно	3.80	1.93
романтичный	3.80	1.93
самоходный	3.80	1.93
Сан-Франциско	3.80	1.93
сарафан	3.80	1.93
сев	3.80	1.93
сервиз	3.80	1.93
синеватый	3.80	1.93
скоба	3.80	1.93
Словакия	3.80	1.93
смывать	3.80	1.93
согнать	3.80	1.93
созидательный	3.80	1.93
соломинка	3.80	1.93
соната	3.80	1.93
соотноситься	3.80	1.93
сор	3.80	1.93
спонтанный	3.80	1.93
спугнуть	3.80	1.93
стажировка	3.80	1.93
сталинградский	3.80	1.93
старожил	3.80	1.93
статный	3.80	1.93
стенной	3.80	1.93
стружка	3.80	1.93
стычка	3.80	1.93
суеверие	3.80	1.93
сыскать	3.80	1.93
телескоп	3.80	1.93
темно-коричневый	3.80	1.93
тесниться	3.80	1.93
трактоваться	3.80	1.93
тренерский	3.80	1.93
Трифонов	3.80	1.93
туземец	3.80	1.93
тысячелетний	3.80	1.93
тысячный	3.80	1.93
уведомить	3.80	1.93
увенчаться	3.80	1.93
увлажнять	3.80	1.93
увольнять	3.80	1.93
углядеть	3.80	1.93
уживаться	3.80	1.93
узбекский	3.80	1.93
упорядочение	3.80	1.93
утирать	3.80	1.93
фарс	3.80	1.93
Феллини	3.80	1.93
Флоренция	3.80	1.93
фляжка	3.80	1.93
фонограмма	3.80	1.93
Фурцев	3.80	1.93
Хаккинен	3.80	1.93
хлесткий	3.80	1.93
холера	3.80	1.93
хреновый	3.80	1.93
хронологический	3.80	1.93
циферблат	3.80	1.93
чемпионка	3.80	1.93
чихать	3.80	1.93
шоу-бизнес	3.80	1.93
шутливо	3.80	1.93
элитарный	3.80	1.93
эскадрилья	3.80	1.93
эскадрон	3.80	1.93
явь	3.80	1.93
ярко-красный	3.80	1.93
ясли	3.80	1.93
Абрамов	3.70	1.89
автодром	3.70	1.89
авторитарный	3.70	1.89
агропромышленный	3.70	1.89
азбука	3.70	1.89
аккомпанемент	3.70	1.89
активация	3.70	1.89
активизироваться	3.70	1.89
Алешин	3.70	1.89
амплуа	3.70	1.89
ампула	3.70	1.89
амулет	3.70	1.89
арбатский	3.70	1.89
аргументация	3.70	1.89
ареал	3.70	1.89
Аркадьевич	3.70	1.89
аудит	3.70	1.89
АЭС	3.70	1.89
базис	3.70	1.89
бампер	3.70	1.89
банкрот	3.70	1.89
банька	3.70	1.89
бастион	3.70	1.89
бедняк	3.70	1.89
безвыходный	3.70	1.89
безмолвие	3.70	1.89
безнравственный	3.70	1.89
безответственный	3.70	1.89
безудержный	3.70	1.89
безукоризненный	3.70	1.89
безупречно	3.70	1.89
Бенкендорф	3.70	1.89
бесстрастный	3.70	1.89
бесчувственный	3.70	1.89
биржевой	3.70	1.89
богема	3.70	1.89
вагончик	3.70	1.89
вариться	3.70	1.89
ведомый	3.70	1.89
великодушный	3.70	1.89
видеокассета	3.70	1.89
винтик	3.70	1.89
вице-губернатор	3.70	1.89
вкусовой	3.70	1.89
внушение	3.70	1.89
военно-промышленный	3.70	1.89
возрождаться	3.70	1.89
волейбол	3.70	1.89
волнистый	3.70	1.89
вопросительный	3.70	1.89
восковой	3.70	1.89
восстановиться	3.70	1.89
выдвинуться	3.70	1.89
вымирать	3.70	1.89
вымолвить	3.70	1.89
выплеснуть	3.70	1.89
выпросить	3.70	1.89
выселить	3.70	1.89
высечь	3.70	1.89
вышеперечисленный	3.70	1.89
вышеуказанный	3.70	1.89
георгиевский	3.70	1.89
Геринг	3.70	1.89
гинеколог	3.70	1.89
глушить	3.70	1.89
Голгофа	3.70	1.89
Гонконг	3.70	1.89
грабли	3.70	1.89
граненый	3.70	1.89
гроздь	3.70	1.89
дамба	3.70	1.89
декада	3.70	1.89
делец	3.70	1.89
Демидов	3.70	1.89
депозит	3.70	1.89
Державин	3.70	1.89
Джим	3.70	1.89
диабет	3.70	1.89
диалектический	3.70	1.89
дислокация	3.70	1.89
досмотр	3.70	1.89
доспехи	3.70	1.89
Дудаев	3.70	1.89
дурить	3.70	1.89
Евразия	3.70	1.89
егерь	3.70	1.89
жвачка	3.70	1.89
жертвенный	3.70	1.89
Живаго	3.70	1.89
живьем	3.70	1.89
жучок	3.70	1.89
заблаговременно	3.70	1.89
заблуждаться	3.70	1.89
завертеться	3.70	1.89
завуч	3.70	1.89
закатывать	3.70	1.89
заменяться	3.70	1.89
занизить	3.70	1.89
змеиный	3.70	1.89
зубец	3.70	1.89
зубчатый	3.70	1.89
идеалист	3.70	1.89
избаловать	3.70	1.89
изжить	3.70	1.89
инвалидный	3.70	1.89
инструментарий	3.70	1.89
интернационал	3.70	1.89
интурист	3.70	1.89
исконный	3.70	1.89
исследоваться	3.70	1.89
источать	3.70	1.89
Каменский	3.70	1.89
капкан	3.70	1.89
клонирование	3.70	1.89
КНДР	3.70	1.89
Кобзон	3.70	1.89
колодка	3.70	1.89
командировать	3.70	1.89
комфортно	3.70	1.89
конспирация	3.70	1.89
контролируемый	3.70	1.89
кордон	3.70	1.89
кортеж	3.70	1.89
Коршунов	3.70	1.89
корысть	3.70	1.89
костюмчик	3.70	1.89
креветка	3.70	1.89
кретин	3.70	1.89
кружева	3.70	1.89
легализация	3.70	1.89
лейкоцит	3.70	1.89
любознательный	3.70	1.89
люкс	3.70	1.89
мало-мальски	3.70	1.89
матерь	3.70	1.89
мегафон	3.70	1.89
мемориал	3.70	1.89
метка	3.70	1.89
меткий	3.70	1.89
микроскопический	3.70	1.89
мирянин	3.70	1.89
мичман	3.70	1.89
модернизировать	3.70	1.89
молоть	3.70	1.89
монтажный	3.70	1.89
мстительный	3.70	1.89
мультфильм	3.70	1.89
набег	3.70	1.89
набросать	3.70	1.89
назревать	3.70	1.89
накапливать	3.70	1.89
нарастание	3.70	1.89
настой	3.70	1.89
насупиться	3.70	1.89
научно-практический	3.70	1.89
неблагополучный	3.70	1.89
неведение	3.70	1.89
невиновность	3.70	1.89
недостающий	3.70	1.89
нежилой	3.70	1.89
неистово	3.70	1.89
нелюбовь	3.70	1.89
неприлично	3.70	1.89
неприметный	3.70	1.89
неразрывно	3.70	1.89
Нерон	3.70	1.89
неспокойный	3.70	1.89
несущий	3.70	1.89
неудовлетворительный	3.70	1.89
ниоткуда	3.70	1.89
ножны	3.70	1.89
номенклатурный	3.70	1.89
обличать	3.70	1.89
обличье	3.70	1.89
обмотать	3.70	1.89
обновлять	3.70	1.89
обругать	3.70	1.89
обустроить	3.70	1.89
округлить	3.70	1.89
омерзительный	3.70	1.89
опись	3.70	1.89
Осипович	3.70	1.89
осунуться	3.70	1.89
отважиться	3.70	1.89
отголосок	3.70	1.89
отмывание	3.70	1.89
отмыть	3.70	1.89
отхлебнуть	3.70	1.89
пакость	3.70	1.89
папоротник	3.70	1.89
пароходство	3.70	1.89
пациентка	3.70	1.89
первозданный	3.70	1.89
пересчитывать	3.70	1.89
пешеходный	3.70	1.89
пищать	3.70	1.89
ПК	3.70	1.89
платьице	3.70	1.89
повеление	3.70	1.89
поверженный	3.70	1.89
повтор	3.70	1.89
подвесной	3.70	1.89
подкладывать	3.70	1.89
подкова	3.70	1.89
подложка	3.70	1.89
подлокотник	3.70	1.89
подряд	3.70	1.89
подытожить	3.70	1.89
получас	3.70	1.89
по-моему	3.70	1.89
поодиночке	3.70	1.89
поперхнуться	3.70	1.89
потаенный	3.70	1.89
потемки	3.70	1.89
пошарить	3.70	1.89
предотвращать	3.70	1.89
преосвященный	3.70	1.89
преследователь	3.70	1.89
преувеличить	3.70	1.89
призма	3.70	1.89
прикусить	3.70	1.89
прильнуть	3.70	1.89
примерить	3.70	1.89
прищурить	3.70	1.89
проблематичный	3.70	1.89
пролиться	3.70	1.89
пролог	3.70	1.89
пропажа	3.70	1.89
пророческий	3.70	1.89
проступок	3.70	1.89
противогаз	3.70	1.89
пюре	3.70	1.89
пялиться	3.70	1.89
пятнистый	3.70	1.89
рабский	3.70	1.89
радиоэлектронный	3.70	1.89
разгонять	3.70	1.89
разгорячить	3.70	1.89
раздирать	3.70	1.89
разрешиться	3.70	1.89
разумение	3.70	1.89
расизм	3.70	1.89
распахивать	3.70	1.89
расписывать	3.70	1.89
расплата	3.70	1.89
расплыться	3.70	1.89
расслабить	3.70	1.89
Рейган	3.70	1.89
рейтинговый	3.70	1.89
ремесленник	3.70	1.89
Родион	3.70	1.89
ртуть	3.70	1.89
рулетка	3.70	1.89
рыбина	3.70	1.89
рыскать	3.70	1.89
рядышком	3.70	1.89
сакральный	3.70	1.89
сблизить	3.70	1.89
северянин	3.70	1.89
семенной	3.70	1.89
сифилис	3.70	1.89
складной	3.70	1.89
скорлупа	3.70	1.89
согревать	3.70	1.89
Сократ	3.70	1.89
соперница	3.70	1.89
спектральный	3.70	1.89
спецназовец	3.70	1.89
Спирин	3.70	1.89
списание	3.70	1.89
средиземный	3.70	1.89
старшеклассник	3.70	1.89
статуэтка	3.70	1.89
стенограмма	3.70	1.89
сточный	3.70	1.89
стряхивать	3.70	1.89
субтип	3.70	1.89
суматоха	3.70	1.89
Тамбов	3.70	1.89
тельце	3.70	1.89
термос	3.70	1.89
трехэтажный	3.70	1.89
тучный	3.70	1.89
углубленный	3.70	1.89
удав	3.70	1.89
укрепляться	3.70	1.89
уложиться	3.70	1.89
упрятать	3.70	1.89
уродство	3.70	1.89
уставный	3.70	1.89
утащить	3.70	1.89
ФГУП	3.70	1.89
фиалка	3.70	1.89
храп	3.70	1.89
хромой	3.70	1.89
Царев	3.70	1.89
цеплять	3.70	1.89
чувак	3.70	1.89
Шаманов	3.70	1.89
Шапошников	3.70	1.89
широкомасштабный	3.70	1.89
шотландский	3.70	1.89
штанина	3.70	1.89
экспериментировать	3.70	1.89
Эрнст	3.70	1.89
язычок	3.70	1.89
Якобсон	3.70	1.89
якорный	3.70	1.89
январский	3.70	1.89
Адольф	3.60	1.85
ананас	3.60	1.85
арифметический	3.60	1.85
аршин	3.60	1.85
аэродинамический	3.60	1.85
барыня	3.60	1.85
басня	3.60	1.85
безвестный	3.60	1.85
бесить	3.60	1.85
беспамятство	3.60	1.85
беспорядочный	3.60	1.85
бессильно	3.60	1.85
библиотечный	3.60	1.85
биохимический	3.60	1.85
блат	3.60	1.85
ближневосточный	3.60	1.85
братишка	3.60	1.85
брежневский	3.60	1.85
бруствер	3.60	1.85
бублик	3.60	1.85
Вахтангов	3.60	1.85
величать	3.60	1.85
ветхозаветный	3.60	1.85
вещий	3.60	1.85
вещица	3.60	1.85
визитка	3.60	1.85
вилять	3.60	1.85
Виссарионович	3.60	1.85
вишь	3.60	1.85
вливаться	3.60	1.85
вобрать	3.60	1.85
водоворот	3.60	1.85
враждовать	3.60	1.85
вторгнуться	3.60	1.85
выверить	3.60	1.85
выкатить	3.60	1.85
выкидывать	3.60	1.85
выкладка	3.60	1.85
выталкивать	3.60	1.85
вытягиваться	3.60	1.85
Ганс	3.60	1.85
гнет	3.60	1.85
гнуться	3.60	1.85
говор	3.60	1.85
годность	3.60	1.85
головокружительный	3.60	1.85
Гришин	3.60	1.85
грудка	3.60	1.85
данность	3.60	1.85
Дашка	3.60	1.85
дебри	3.60	1.85
деготь	3.60	1.85
держатель	3.60	1.85
десантный	3.60	1.85
десна	3.60	1.85
дешевка	3.60	1.85
джин	3.60	1.85
дивиться	3.60	1.85
диспут	3.60	1.85
догмат	3.60	1.85
дознаватель	3.60	1.85
древнегреческий	3.60	1.85
дружище	3.60	1.85
единоличный	3.60	1.85
езжать	3.60	1.85
епархиальный	3.60	1.85
жанровый	3.60	1.85
жгут	3.60	1.85
желательный	3.60	1.85
железобетонный	3.60	1.85
жердь	3.60	1.85
жратва	3.60	1.85
заглавие	3.60	1.85
задвинуть	3.60	1.85
зажигаться	3.60	1.85
законно	3.60	1.85
закуток	3.60	1.85
замешкаться	3.60	1.85
запечатать	3.60	1.85
запрячь	3.60	1.85
зарево	3.60	1.85
заряжать	3.60	1.85
заскочить	3.60	1.85
засомневаться	3.60	1.85
застревать	3.60	1.85
захлестнуть	3.60	1.85
здравие	3.60	1.85
знойный	3.60	1.85
измельчить	3.60	1.85
имя-отчество	3.60	1.85
ингредиент	3.60	1.85
индивидуум	3.60	1.85
индустриализация	3.60	1.85
интеграционный	3.60	1.85
искупаться	3.60	1.85
истукан	3.60	1.85
исчерпываться	3.60	1.85
канадец	3.60	1.85
карликовый	3.60	1.85
кинематография	3.60	1.85
киса	3.60	1.85
ключица	3.60	1.85
княжество	3.60	1.85
командирский	3.60	1.85
комедийный	3.60	1.85
комета	3.60	1.85
коммуникативный	3.60	1.85
комнатушка	3.60	1.85
контрреволюционный	3.60	1.85
корифей	3.60	1.85
кормушка	3.60	1.85
коррозия	3.60	1.85
космодром	3.60	1.85
Кох	3.60	1.85
кочегар	3.60	1.85
кружево	3.60	1.85
кубинский	3.60	1.85
культурно-исторический	3.60	1.85
лавровый	3.60	1.85
лебединый	3.60	1.85
лексикон	3.60	1.85
лесник	3.60	1.85
лесохозяйственный	3.60	1.85
Ливан	3.60	1.85
лингвист	3.60	1.85
листовой	3.60	1.85
логотип	3.60	1.85
лоджия	3.60	1.85
лотос	3.60	1.85
Лужники	3.60	1.85
Людовик	3.60	1.85
магистр	3.60	1.85
Малайзия	3.60	1.85
манекенщица	3.60	1.85
манипулировать	3.60	1.85
маркер	3.60	1.85
Марсель	3.60	1.85
Метрополь	3.60	1.85
механизация	3.60	1.85
минный	3.60	1.85
минский	3.60	1.85
млекопитающее	3.60	1.85
многовековой	3.60	1.85
могилка	3.60	1.85
МПА	3.60	1.85
Мэри	3.60	1.85
мясокомбинат	3.60	1.85
наведываться	3.60	1.85
наголо	3.60	1.85
налиться	3.60	1.85
наставлять	3.60	1.85
натурально	3.60	1.85
неверие	3.60	1.85
невинность	3.60	1.85
неволя	3.60	1.85
невпопад	3.60	1.85
недооценивать	3.60	1.85
недруг	3.60	1.85
неистребимый	3.60	1.85
ненадлежащий	3.60	1.85
неоднородность	3.60	1.85
непринужденный	3.60	1.85
непроходимый	3.60	1.85
неуемный	3.60	1.85
нечисть	3.60	1.85
низменный	3.60	1.85
Никола	3.60	1.85
НХЛ	3.60	1.85
обделить	3.60	1.85
обреченно	3.60	1.85
обуть	3.60	1.85
общественно	3.60	1.85
оглохнуть	3.60	1.85
озерный	3.60	1.85
ознакомить	3.60	1.85
ортодоксальный	3.60	1.85
ОС	3.60	1.85
осада	3.60	1.85
освещаться	3.60	1.85
отвал	3.60	1.85
отдаленно	3.60	1.85
откроить	3.60	1.85
отстранение	3.60	1.85
Отто	3.60	1.85
отыграть	3.60	1.85
оцепенеть	3.60	1.85
параграф	3.60	1.85
перекрестный	3.60	1.85
переоценить	3.60	1.85
переоценка	3.60	1.85
перст	3.60	1.85
петропавловский	3.60	1.85
пискнуть	3.60	1.85
плетень	3.60	1.85
победоносный	3.60	1.85
по-вашему	3.60	1.85
повседневность	3.60	1.85
подгруппа	3.60	1.85
подеваться	3.60	1.85
подменять	3.60	1.85
подмога	3.60	1.85
подогреть	3.60	1.85
подорожать	3.60	1.85
подпевать	3.60	1.85
подсудность	3.60	1.85
подуть	3.60	1.85
подыскивать	3.60	1.85
политься	3.60	1.85
полынь	3.60	1.85
помахивать	3.60	1.85
порнография	3.60	1.85
портативный	3.60	1.85
потенция	3.60	1.85
потускнеть	3.60	1.85
прагматический	3.60	1.85
превыше	3.60	1.85
предикат	3.60	1.85
предохранитель	3.60	1.85
преуспевающий	3.60	1.85
приветственный	3.60	1.85
придание	3.60	1.85
придача	3.60	1.85
принуждать	3.60	1.85
природопользование	3.60	1.85
приютить	3.60	1.85
провидение	3.60	1.85
провинциал	3.60	1.85
проволочный	3.60	1.85
продвинутый	3.60	1.85
проигнорировать	3.60	1.85
произношение	3.60	1.85
промывать	3.60	1.85
проследовать	3.60	1.85
просуществовать	3.60	1.85
протестантский	3.60	1.85
пульсировать	3.60	1.85
путеводитель	3.60	1.85
путевой	3.60	1.85
Рабинович	3.60	1.85
разбег	3.60	1.85
разговорный	3.60	1.85
разлиться	3.60	1.85
размахнуться	3.60	1.85
раскаленный	3.60	1.85
раскачивать	3.60	1.85
распределительный	3.60	1.85
распродажа	3.60	1.85
растереть	3.60	1.85
реализовывать	3.60	1.85
ревниво	3.60	1.85
рентген	3.60	1.85
рой	3.60	1.85
рутинный	3.60	1.85
саженец	3.60	1.85
саксофон	3.60	1.85
сгнить	3.60	1.85
сгорание	3.60	1.85
северо-восточный	3.60	1.85
семилетний	3.60	1.85
сечь	3.60	1.85
Симон	3.60	1.85
синеть	3.60	1.85
сито	3.60	1.85
скатываться	3.60	1.85
скок	3.60	1.85
Скотт	3.60	1.85
скулить	3.60	1.85
смокинг	3.60	1.85
снегопад	3.60	1.85
содрогнуться	3.60	1.85
Сокольники	3.60	1.85
сориентироваться	3.60	1.85
соскользнуть	3.60	1.85
сосновский	3.60	1.85
сосредоточение	3.60	1.85
сотый	3.60	1.85
соучастник	3.60	1.85
спелеолог	3.60	1.85
специя	3.60	1.85
Спиваков	3.60	1.85
спица	3.60	1.85
спроектировать	3.60	1.85
спятить	3.60	1.85
старательный	3.60	1.85
столешница	3.60	1.85
столп	3.60	1.85
столько-то	3.60	1.85
сторониться	3.60	1.85
стоячий	3.60	1.85
стоящий	3.60	1.85
страстной	3.60	1.85
строжайший	3.60	1.85
субстрат	3.60	1.85
сумеречный	3.60	1.85
сцепить	3.60	1.85
съедобный	3.60	1.85
такса	3.60	1.85
татуировка	3.60	1.85
Тверь	3.60	1.85
товарищеский	3.60	1.85
торф	3.60	1.85
транс	3.60	1.85
трезвость	3.60	1.85
тупость	3.60	1.85
Тюмень	3.60	1.85
тягучий	3.60	1.85
убыль	3.60	1.85
углеводородный	3.60	1.85
уединение	3.60	1.85
Уильямс	3.60	1.85
умеренно	3.60	1.85
уместиться	3.60	1.85
умчаться	3.60	1.85
урон	3.60	1.85
усваивать	3.60	1.85
усматривать	3.60	1.85
усопший	3.60	1.85
устрица	3.60	1.85
ухудшиться	3.60	1.85
фарисей	3.60	1.85
функционер	3.60	1.85
хитрить	3.60	1.85
Холмс	3.60	1.85
холодильный	3.60	1.85
Хомяков	3.60	1.85
хрип	3.60	1.85
хрустнуть	3.60	1.85
ЦДЛ	3.60	1.85
целенаправленно	3.60	1.85
Чарльз	3.60	1.85
чемпионский	3.60	1.85
чередоваться	3.60	1.85
чмокнуть	3.60	1.85
чудесно	3.60	1.85
Шанхай	3.60	1.85
шах	3.60	1.85
Шемякин	3.60	1.85
шлак	3.60	1.85
шлепнуть	3.60	1.85
шпилька	3.60	1.85
экспериментально	3.60	1.85
ювелир	3.60	1.85
ястреб	3.60	1.85
ящерица	3.60	1.85
аббревиатура	3.50	1.81
агрессор	3.50	1.81
азартно	3.50	1.81
анализироваться	3.50	1.81
ангар	3.50	1.81
архаичный	3.50	1.81
археологический	3.50	1.81
ассигнование	3.50	1.81
афера	3.50	1.81
Афина	3.50	1.81
бабуся	3.50	1.81
барабанный	3.50	1.81
баскетбольный	3.50	1.81
бежевый	3.50	1.81
безжизненный	3.50	1.81
безоблачный	3.50	1.81
бесповоротно	3.50	1.81
близорукий	3.50	1.81
блюдечко	3.50	1.81
бронный	3.50	1.81
бурьян	3.50	1.81
вагонный	3.50	1.81
вакцинный	3.50	1.81
ведущая	3.50	1.81
вездесущий	3.50	1.81
венецианский	3.50	1.81
вертолетный	3.50	1.81
видеозапись	3.50	1.81
виноградник	3.50	1.81
виолончель	3.50	1.81
вираж	3.50	1.81
витраж	3.50	1.81
водолаз	3.50	1.81
водочный	3.50	1.81
возродиться	3.50	1.81
воодушевление	3.50	1.81
впрок	3.50	1.81
вчетвером	3.50	1.81
вывернуться	3.50	1.81
вызывающий	3.50	1.81
вылазка	3.50	1.81
выносливость	3.50	1.81
высокомерие	3.50	1.81
вытерпеть	3.50	1.81
вэ	3.50	1.81
газетчик	3.50	1.81
ГКО	3.50	1.81
Голль	3.50	1.81
гонец	3.50	1.81
гороскоп	3.50	1.81
гостинец	3.50	1.81
Гребенщиков	3.50	1.81
гробовой	3.50	1.81
Данила	3.50	1.81
движущий	3.50	1.81
двухместный	3.50	1.81
демократизация	3.50	1.81
Детройт	3.50	1.81
дизайнерский	3.50	1.81
доверчиво	3.50	1.81
довольно-таки	3.50	1.81
единодушный	3.50	1.81
жезл	3.50	1.81
женственный	3.50	1.81
жижа	3.50	1.81
заблестеть	3.50	1.81
заверять	3.50	1.81
загробный	3.50	1.81
задушевный	3.50	1.81
закипеть	3.50	1.81
залететь	3.50	1.81
замедление	3.50	1.81
занимательный	3.50	1.81
занятой	3.50	1.81
застенчиво	3.50	1.81
затмение	3.50	1.81
защищенность	3.50	1.81
звучный	3.50	1.81
здрасте	3.50	1.81
зимовать	3.50	1.81
зловеще	3.50	1.81
зуд	3.50	1.81
Иаков	3.50	1.81
иерусалимский	3.50	1.81
излишество	3.50	1.81
изменник	3.50	1.81
изнемогать	3.50	1.81
изображаться	3.50	1.81
индус	3.50	1.81
интеллигентность	3.50	1.81
интервенция	3.50	1.81
информатизация	3.50	1.81
итого	3.50	1.81
казус	3.50	1.81
католицизм	3.50	1.81
Кембридж	3.50	1.81
кипа	3.50	1.81
Кишинев	3.50	1.81
кладбищенский	3.50	1.81
клюква	3.50	1.81
клясть	3.50	1.81
Колумбия	3.50	1.81
колымский	3.50	1.81
копоть	3.50	1.81
кореш	3.50	1.81
корректива	3.50	1.81
кривить	3.50	1.81
кубрик	3.50	1.81
кузина	3.50	1.81
лаз	3.50	1.81
лекарь	3.50	1.81
лексема	3.50	1.81
лепетать	3.50	1.81
лиана	3.50	1.81
Ливанов	3.50	1.81
лукавить	3.50	1.81
льняной	3.50	1.81
майонез	3.50	1.81
массовка	3.50	1.81
махинация	3.50	1.81
медальон	3.50	1.81
мелочный	3.50	1.81
мессия	3.50	1.81
милейший	3.50	1.81
миллиардер	3.50	1.81
Мишин	3.50	1.81
многолюдный	3.50	1.81
многослойный	3.50	1.81
многосторонний	3.50	1.81
мозоль	3.50	1.81
молдавский	3.50	1.81
молниеносно	3.50	1.81
мсье	3.50	1.81
на	3.50	1.81
наводка	3.50	1.81
наездник	3.50	1.81
налаживание	3.50	1.81
наплыв	3.50	1.81
нарваться	3.50	1.81
населить	3.50	1.81
насильник	3.50	1.81
наследование	3.50	1.81
Натан	3.50	1.81
начальственный	3.50	1.81
невесомость	3.50	1.81
неглупый	3.50	1.81
недолюбливать	3.50	1.81
незваный	3.50	1.81
незначительно	3.50	1.81
немытый	3.50	1.81
неотразимый	3.50	1.81
непослушный	3.50	1.81
неправдоподобный	3.50	1.81
нескрываемый	3.50	1.81
несравненно	3.50	1.81
неудержимо	3.50	1.81
неудивительный	3.50	1.81
неумелый	3.50	1.81
новобранец	3.50	1.81
ночевка	3.50	1.81
обождать	3.50	1.81
обомлеть	3.50	1.81
обрастать	3.50	1.81
обрекать	3.50	1.81
обрисовать	3.50	1.81
обступить	3.50	1.81
объезжать	3.50	1.81
окунь	3.50	1.81
Олимп	3.50	1.81
оп	3.50	1.81
Останкино	3.50	1.81
остолбенеть	3.50	1.81
отборный	3.50	1.81
отвязаться	3.50	1.81
отмель	3.50	1.81
отождествлять	3.50	1.81
отпить	3.50	1.81
отрывисто	3.50	1.81
отсчитывать	3.50	1.81
оттащить	3.50	1.81
оттолкнуться	3.50	1.81
охать	3.50	1.81
палитра	3.50	1.81
парторг	3.50	1.81
патриархия	3.50	1.81
передатчик	3.50	1.81
переполнять	3.50	1.81
переспрашивать	3.50	1.81
песнопение	3.50	1.81
плантация	3.50	1.81
плательщик	3.50	1.81
плеваться	3.50	1.81
повелеть	3.50	1.81
повсеместный	3.50	1.81
повторно	3.50	1.81
подбадривать	3.50	1.81
подвластный	3.50	1.81
покушать	3.50	1.81
попивать	3.50	1.81
пороховой	3.50	1.81
портиться	3.50	1.81
порхать	3.50	1.81
посольский	3.50	1.81
правдоподобный	3.50	1.81
предостерегать	3.50	1.81
предостережение	3.50	1.81
предприимчивый	3.50	1.81
представительница	3.50	1.81
привал	3.50	1.81
признательный	3.50	1.81
приобщаться	3.50	1.81
приседать	3.50	1.81
присматривать	3.50	1.81
причуда	3.50	1.81
пробудиться	3.50	1.81
прогреметь	3.50	1.81
проинформировать	3.50	1.81
прокормить	3.50	1.81
промолвить	3.50	1.81
проницаемость	3.50	1.81
простодушно	3.50	1.81
протянуться	3.50	1.81
прямолинейный	3.50	1.81
пугающий	3.50	1.81
пустяковый	3.50	1.81
размеренный	3.50	1.81
распростереть	3.50	1.81
рассрочка	3.50	1.81
расстегивать	3.50	1.81
расстроенный	3.50	1.81
ратификация	3.50	1.81
реагент	3.50	1.81
рисоваться	3.50	1.81
риф	3.50	1.81
Ролан	3.50	1.81
РТР	3.50	1.81
рубец	3.50	1.81
Рустам	3.50	1.81
садовод	3.50	1.81
самобытность	3.50	1.81
самозащита	3.50	1.81
самоуверенность	3.50	1.81
сандалия	3.50	1.81
сближаться	3.50	1.81
свергнуть	3.50	1.81
свержение	3.50	1.81
сверхновый	3.50	1.81
Святослав	3.50	1.81
сдуть	3.50	1.81
седан	3.50	1.81
сень	3.50	1.81
слоган	3.50	1.81
смыкаться	3.50	1.81
снасть	3.50	1.81
снотворное	3.50	1.81
собеседница	3.50	1.81
Собчак	3.50	1.81
сознаваться	3.50	1.81
соответственно	3.50	1.81
старейшина	3.50	1.81
статься	3.50	1.81
стыдный	3.50	1.81
суеверный	3.50	1.81
СФ	3.50	1.81
там-то	3.50	1.81
Танечка	3.50	1.81
танцовщица	3.50	1.81
тектонический	3.50	1.81
тиф	3.50	1.81
ТПП	3.50	1.81
траур	3.50	1.81
трахнуть	3.50	1.81
трепаться	3.50	1.81
трудолюбие	3.50	1.81
трусить	3.50	1.81
ТЭЦ	3.50	1.81
убыточный	3.50	1.81
ужесточение	3.50	1.81
укорениться	3.50	1.81
умышленный	3.50	1.81
униформа	3.50	1.81
упиваться	3.50	1.81
упрашивать	3.50	1.81
упругость	3.50	1.81
утихать	3.50	1.81
утомленный	3.50	1.81
фабричный	3.50	1.81
фанатизм	3.50	1.81
фасон	3.50	1.81
ФБР	3.50	1.81
фляга	3.50	1.81
форсировать	3.50	1.81
фыркать	3.50	1.81
